ID,Name_lang,Description_lang,Map[0],Map[1],JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
535,Tavarok,"Under the command of Kael'thas Sunstrider, Pathaleon the Calculator summoned a powerful colossus to gather the arcane energies flowing from beneath the Mana Tombs. Tavarok has unexpectedly been transformed by the unique emanations, losing the red-tinged corruption of Pathaleon's influence. The white colossus has gained his own free will and uses it to greedily consume all who would stand in his way.",0.609289,0.741804,250,1901,2,5191,272,0,0,-1
536,Yor,"A ""gift"" from Illidan Stormrage to accompany Nexus-Prince Shaffar, Yor is a void hound of unlimited savagery and power.  The prince's advisors warned him that Illidan's demonic gift was most likely a ruse set to betray Shaffar once he had met his goals. The prince fed those advisors to Yor... but has since kept the hound in a stasis chamber, just in case.",0.356557,0.608607,250,250,3,5194,272,0,2,2
537,Nexus-Prince Shaffar,"Convinced that vast riches lay within the depths of the Mana Tombs, Nexus-Prince Shaffar has spent untold amounts of his own considerable fortune to move an army into the shadowed halls of this crumbling ruin, and to keep competing ethereals out. The prince's greed knows no bounds, and he has vowed to uncover the mysteries of the Mana Tombs or die trying.",0.32377,0.491803,250,1899,4,5196,272,0,0,-1
538,Lieutenant Drake,"Lieutenant Drake was an ambitious military man, with his eyes set upon the glory of command during the Second War. His ambition was only matched by his hatred for the green-skinned orcs who had slain so many of his companions, a hatred which took form in his cruel treatment of the prisoners in the internment camps of Durnholde Keep.",0.754098,0.661885,251,1905,1,5205,274,0,0,-1
539,Captain Skarloc,"Fiercely loyal to Aedelas Blackmoore, Captain Skarloc rose through the ranks of the Durnholde military alongside his friend Aliden Perenolde.  When Aliden decided to take up operations in the Alterac Mountains, Skarloc stayed with his Lord and mentor. He became Aedelas's most trusted comrade and advisor, earning the title ""Blackmoore's Spear.""",0.691257,0.696721,251,1907,2,5210,274,0,0,-1
540,Epoch Hunter,"The mysteriously-named Epoch Hunter is an assassin from the infinite dragonflight sent to alter the course of history by killing Thrall before he can escape from Durnholde. The shadowy drake has slain countless beings in service of his cause, but this will be his most important kill. He will summon every ounce of his strength, power, subtlety, and cunning to bring about the end of this timeline.",0.508197,0.319672,251,1906,3,5225,274,0,0,-1
541,Darkweaver Syth,"Darkweaver Syth is charged by the Talon King Ikiss to defend the Sethekk Halls while the renegade arakkoa search for their enigmatic god. A master of shadowy magic, this wizened trickster has learned how to bend the very elements to his sway.",0.487705,0.680328,252,1903,1,5230,258,0,0,-1
542,Anzu,"A mysterious avian deity worshipped by some of the more savage arakkoa, Anzu is a being whose origins and powers are unlike any other member of Outland's fallen pantheon. The Naaru are silent regarding this malevolent creature, for Anzu's ways are hidden from even them.",0.326503,0.545082,252,1904,2,5248,259,0,2,2
543,Talon King Ikiss,"Talon King Ikiss was the charismatic spiritual leader of the daring group of arakkoa which left their home in the Terokkar forest in search of a ""promised god."" He had received dreams of this god as he slept, and knew that revelation lay within the crumbling halls of Auchindoun. Ikiss was driven insane by the visions, and now declares himself to be Terokk reborn, a divine hero from arakkoa myth.",0.326503,0.276639,252,1902,3,5256,259,0,0,-1
544,Ambassador Hellmaw,"A powerful demonic servant and acolyte of pain, Ambassador Hellmaw is dedicated to the art of death. He loves nothing more than the taste of a mortal's lifeblood tinged with horror and despair.  Hellmaw is bound by the fel orcs of the Shadow Labyrinth and fed a constant stream of prisoners, bolstering the demon to serve the black will of his masters.",0.218579,0.395492,253,1908,1,5261,260,0,0,-1
545,Blackheart the Inciter,"When the orcish Horde first invaded Azeroth through the Dark Portal, two Shadow Council members instead turned their attentions to the ancient draenei burial grounds of Auchindoun. The unquiet spirits in the area proved to be excellent subjects for the warlock Blackheart to perfect his mind control abilities.",0.26776,0.704918,253,1909,2,5263,260,0,0,-1
546,Grandmaster Vorpil,"In the early days of the Horde, Grandmaster Vorpil convinced the orc warlock Gul'dan to allow him to investigate the mysteries of Auchindoun, secretly desiring to harness the energy of the frighteningly powerful cosmic essences that permeated the area.",0.531421,0.540983,253,1911,3,5266,260,0,0,-1
547,Murmur,"""In the beginning""... ""So far away""... such phrases cannot begin to describe this elemental's origin. Its existence heralds pure destruction. Worlds shatter and the pieces scatter at its whim. Only the truly mad would think to summon it. Perhaps there is yet time to banish Murmur before it fully enters Outland.",0.808743,0.391393,253,1910,4,5272,260,0,0,-1
548,Zereketh the Unbound,"Most creatures from the Twisting Nether require constant directions from their masters, but a select few voidwraiths need no such orders. Zereketh stands at the entrance to Arcatraz, ready to slay all who would dare challenge him.",0.592896,0.243853,254,1916,1,5279,269,0,0,-1
549,Dalliah the Doomsayer,"Before she was imprisoned by the naaru, Dalliah was one of the most vicious and aggressive warriors within the Burning Legion. Spending so much time as a cellmate to Wrath-Scryer Soccothrates did not improve her disposition either.",0.363388,0.782787,254,1913,2,5283,270,0,0,-1
550,Wrath-Scryer Soccothrates,"Millennia ago, Soccothrates held a position of honor among the Wrathguards, standing at the side of the Burning Legion's top commanders. Confinement did not suit his considerable ego. Neither did his cellmate.",0.199454,0.786885,254,1915,3,5291,270,0,0,-1
551,Harbinger Skyriss,"The naaru believed the persuasive voice of Harbinger Skyriss was silenced when they contained him and forced him into a long, dreamless sleep. The unfortunate warden of Arcatraz learned the naaru were wrong. Skyriss had just enough energy to speak to Warden Mellichar in a still, small voice. Time took care of the rest.",0.61612,0.307377,254,1914,4,5298,271,0,0,-1
552,Chrono Lord Deja,"The Infinite Dragonflight tempted many drakonid with promises of power, but most found only servitude and despair. One of the few exceptions is Chrono Lord Deja, who gained influence within the flight through his raw power and cunning.",0.45082,0.620901,255,1920,1,5336,273,0,0,-1
553,Temporus,"Although relatively young, Temporus was instrumental in identifying many of the Infinite Dragonflight's prime targets.  As a reward, he was given the responsibility of destroying anyone who might attempt to interfere with the dragonflight's plans.",0.54918,0.618853,255,1921,2,5340,273,0,0,-1
554,Aeonus,"Powerful and wild, Aeonus was tasked by the Master of the Infinite Dragonflight to personally oversee the disruption of key moments in the true timeway.",0.480874,0.745902,255,1919,3,5344,273,0,0,-1
555,The Maker,"All creatures who use the power of fel magic, willingly or otherwise, slowly take on the appearance of demons. The Maker accelerates their corruption and performs cruel experiments on any who attempt to resist.",0.386612,0.418033,256,1922,1,5356,261,0,0,-1
556,Broggok,"Some creatures occasionally have second thoughts about their allegiance to their new, corrupt masters. Broggok ensures that any subversive notions among the fel orcs are permanently eradicated.",0.43306,0.219262,256,1924,2,5367,261,0,0,-1
557,Keli'dan the Breaker,"When Illidan overthrew the pit lord Magtheridon and took control of Outland, he had the demonic leader imprisoned beneath the Hellfire Citadel. Only the most stalwart among Illidan's forces could ever hope to keep him contained; the ruthless orc, Keli'dan, was the only possible choice.",0.583333,0.411885,256,1923,3,5382,261,0,0,-1
558,Commander Sarannis,"When the fallen blood elf leader, Kael'thas, seized control of the Tempest Keep, he immediately ordered Commander Sarannis to prepare defenses against whomever the naaru might send to reclaim the keep.",0.442623,0.233607,257,1925,1,5401,266,0,0,-1
559,High Botanist Freywinn,"Mere minutes after entering the Botanica, Freywinn began conducting reckless experiments in order to unlock the power hidden among the native plant life of Outland.",0.241803,0.227459,257,1926,2,5418,266,0,0,-1
560,Thorngrin the Tender,"Experiments require resources. Thorngrin the Tender makes sure that Kael'thas's botanists have the power and essence they need to reveal the naaru's secrets, even if that means untold numbers of living creatures must be sacrificed to obtain it.",0.0737704,0.481557,257,1928,3,5460,266,0,0,-1
561,Laj,"The naaru gathered samples of unusual wildlife from across Outland. Their safeguards were destroyed when the Botanica was invaded, leaving some of the most dangerous specimens free to roam.",0.340164,0.862706,257,1927,4,5463,266,0,0,-1
562,Warp Splinter,"The night elves of Darnassus have asked for help in restoring an Ancient of the Arcane, who found itself trapped in Tempest Keep. Frightened by the recent attack by Kael'thas Sunstrider's forces, the Warp Splinter is unable to differentiate friend from foe and is liable to attack any who disturb it.",0.342896,0.368853,257,1929,5,5476,266,0,0,-1
563,Mechano-Lord Capacitus,It takes a tremendous amount of skill and precision to harvest the power of the naaru's manacells. These talents can easily be turned upon any intruders.,0.513661,0.315574,258,1932,1,5479,267,0,0,-1
564,Nethermancer Sepethrea,"Thanks to her skills at quickly summoning creatures to destroy any enemies, Sepethrea was chosen as an apprentice to Pathaleon the Calculator, the blood elf in charge of the Mechanar.",0.478142,0.202869,258,1930,2,5484,268,0,0,-1
565,Pathaleon the Calculator,"Following the Sunwell's defilement, the vainglorious arcanist Pathaleon saw an opportunity to gain renown by aiding Kael'thas in finding a cure for his race's addiction to magic. This single-minded quest led him to join the blood elf prince on Outland and oversee his disastrous experiments. Most recently, Pathaleon has begun harnessing the Tempest Keep's otherworldly technologies in pursuit of fame and power.",0.271858,0.610656,258,1931,3,5489,268,0,0,-1
566,Grand Warlock Nethekurse,"Nethekurse, once a shaman of the Shadowmoon clan, abandoned his reverence for the elements to master the art of wielding fel magic. The demonic energies at his command have left him a husk who finds delight only in torturing young fel orcs to test the limits of their mental and physical strength.",0.333333,0.620902,259,1936,1,5497,246,0,0,-1
568,Warbringer O'mrogg,"The ruthless and cunning ogre O'mrogg is considered one of the Fel Horde's deadliest members. But this feared brute has a problem. The ogre's two heads have always struggled to agree on even the simplest matters. Two years ago, O'mrogg began a twelve-step plan to develop a synergy between his warring personalities. His heads have yet to decide on which step to start with.",0.54235,0.342213,259,1937,3,5893,246,0,0,-1
569,Warchief Kargath Bladefist,"Chieftain of the Shattered Hand clan and warchief of the Fel Horde, Kargath is one of the greatest orcish heroes in recent memory. Over the years, he has severed both of his hands and replaced them with weapons of war, a bloody ritual unique to his clan. The joy he derives from inflicting pain on both others and himself is legendary among the orcs. As the Fel Horde's tyrannical ruler, he has channeled his ruthlessness and ferocity into forging an unstoppable army within the iron walls of Hellfire Citadel.",0.673497,0.545082,259,1938,4,5898,246,0,0,-1
570,Mennu the Betrayer,"Mennu is one of the Broken, draenei twisted and deformed by demonic energies unleashed by the orcs. When the naga invaded Zangarmarsh, many of these tragic beings desperately attempted to escape the region. Mennu, however, chose a different path to freedom. In exchange for his own life, he betrayed his fellow Broken to the serpentine invaders and agreed to lord over his kin as a slave driver.",0.490437,0.270492,260,1939,1,5902,265,0,0,-1
571,Rokmar the Crackler,"Following Draenor's destruction, Rokmar fled into the depths of Zangarmarsh. The energies that had torn the world apart enveloped the behemoth, bolstering its strength and size at the price of constant agony. The naga were awed by Rokmar's ferocity when they first arrived in the region. Rather than kill the beast, they enslaved it and used the creature to subjugate much of Zangarmarsh's indigenous life.",0.580601,0.405738,260,1941,2,5907,265,0,0,-1
572,Quagmirran,"Quagmirran was once a ruler of Zangarmarsh's immense fungal giants. He was captured by the naga while wandering the region's serpentine caverns and subjected to excruciating torture. Now this broken being serves his overlords without question, silencing all who oppose the will of Lady Vashj.",0.821038,0.768442,260,1940,3,5977,265,0,0,-1
573,Hydromancer Thespia,"At the height of the night elf empire, the Highborne Thespia delighted in art and music. Her love of these things vanished during the Great Sundering, when she and many of her kin were sucked into Azeroth's deeps and transformed into hateful naga. In the millennia that followed, Thespia remained a close confidant of her childhood friend, Lady Vashj. Without hesitation, she journeyed with her comrade to Zangarmarsh and vowed to oversee the naga's quest to drain the region's water supply.",0.54235,0.137295,261,1942,1,5982,263,0,0,-1
574,Mekgineer Steamrigger,"The irradiation of Gnomeregan transformed many of the city's survivors into leper gnomes. Among these victims was the brilliant Mekgineer Steamrigger. Although he escaped Gnomeregan and retained his intellect, whatever ethics and compassion he had once possessed were gone. He wandered Azeroth, selling his knowledge to a number of unscrupulous groups such as the Bloodsail Buccaneers. Recently, the naga hired Steamrigger to operate the intricate machinery in Zangarmarsh's Steamvault.",0.34153,0.819672,261,1943,2,5996,263,0,0,-1
575,Warlord Kalithresh,"Deep within the Steamvault, the naga have begun experimenting with a mysterious substance to strengthen their warriors and purge them of fear. Kalithresh was one of Lady Vashj's first servants to volunteer as a test subject for this dark elixir. As reward, he has been charged with guarding the expansive Steamvault and ensuring the region's arcane machinery operates without interruption.",0.759563,0.436475,261,1944,3,6001,263,0,0,-1
576,Hungarfen,"Unlike his ally, Quagmirran, the great fungal giant Hungarfen has thus far eluded enslavement by the naga. Nonetheless, he remains aggressive to all outsiders who tread into the deepest caverns of Zangarmarsh. Oblivious to the naga's machinations in other parts of the region, Hungarfen spends much of his time tending the Underspore, an ancient plant said to be his most prized possession.",0.693989,0.89959,262,1946,1,6006,262,0,0,-1
577,Ghaz'an,"Historians have long disagreed about whether the immense hydras of Azeroth and Outland share a common ancestor. What is clear, however, is that these ruthless creatures have existed on both realms since ancient times. Ghaz'an is one of the most infamous and fearsome hydras on Outland. Under the control of Lady Vashj, this ravenous fiend has stormed the lower reaches of Zangarmarsh to terrorize the region's denizens.",0.786885,0.288935,262,1945,2,6009,262,0,0,-1
578,Swamplord Musel'ek,"To be one of the Broken is to be an outcast. This truth weighs heavy on Swamplord Musel'ek. Although he is a member of the Murkblood Broken, he prefers to roam the caverns beneath Zangarmarsh alone. During one of these recent wanderings, he used his mastery over beasts to enthrall Windcaller Claw, a druid who had been exploring the area in the form of a ferocious bear. Musel'ek has forced Claw to act as a loyal companion who will not judge him for the twisted being he has become.",0.4153,0.241803,262,1947,3,6013,262,0,0,-1
579,The Black Stalker,"The marsh walkers of Outland are towering creatures that prowl the wilds, feasting on any lesser creatures they come across. The sporelings of Zangarmarsh tell tales concerning one of these predators, a particularly ruthless beast known as the Black Stalker. Broodmother to all marsh walkers, it is said she emerges from her lair deep in the Underbog only to satisfy her hunger for delicious sporelings.",0.247268,0.456967,262,1948,4,6036,262,0,0,-1
580,Elder Nadox,"Nadox was once a venerated nerubian leader who taught the ancient ways of his race to generations of broods. When the War of the Spider ravaged Azjol-Nerub, he was overcome by legions of undead. The Lich King reanimated his corpse and bled everything wise and noble from Nadox, forcing him to slaughter his students, friends, and all other nerubians who opposed the might of the Scourge.",0.696721,0.270492,271,1969,1,6041,132,0,0,-1
581,Prince Taldaram,"After Kael'thas's failed assault against the Lich King, some of his greatest blood elf followers were slaughtered and raised into undeath as darkfallen. Prince Taldaram is one of these cunning and bloodthirsty vampiric beings. Always seeking to please the Lich King, he has entered the war-torn depths of Ahn'kahet in search of lost nerubian relics that can empower the Scourge's murderous ranks.",0.631147,0.495901,271,1966,2,6050,132,0,0,-1
582,Jedoga Shadowseeker,"Jedoga dreams of apocalypse. She is rumored to be one of the most fanatical adherents of the Twilight's Hammer. Under the guidance of the ruthless ogre mage Cho'gall, she learned to twist her shamanic powers to serve the Old Gods. Not long ago, Jedoga journeyed into the bowels of Ahn'kahet to prepare for the glorious day when Yogg-Saron will arise and envelop the lands of Azeroth in shadow.",0.48224,0.72541,271,1967,3,6055,132,0,0,-1
583,Amanitar,"For ages, fungi and other benign forms of life have thrived in Ahn'kahet's damp sun-starved caverns. Only recently has Yogg-Saron spread its oppressive will into this isolated ecosystem. The Old God used its immense corruptive powers to warp one of Ahn'kahet's native beasts into a monstrous creature known as Amanitar, an unthinking terror bristling with the destructive energies of its master.",0.672131,0.786885,271,1989,4,6060,132,0,2,2
584,Herald Volazj,"Amid the Scourge's invasion of Azjol-Nerub, many of the kingdom's denizens tunneled underground to escape the Lich King's minions. Yet some of them dug too deep, exposing the tendrils of Yogg-Saron. Roused by this disturbance, the entity has sent one of its most ancient warriors - Herald Volazj - to cull the beleaguered nerubians and annihilate anyone foolish enough to threaten the Old God.",0.236339,0.504098,271,1968,5,6067,132,0,0,-1
585,Krik'thir the Gatewatcher,"The gates of Azjol-Nerub stood unchallenged for centuries until the arrival of the Lich King. In mockery of Krik'thir's inability to protect his home, the nerubian was raised into undeath and forced to protect the very gates he failed to guard successfully in life.",0.501366,0.45082,272,1971,1,6073,159,0,0,-1
586,Hadronox,"During the fall of Azjol-Nerub, nerubian viziers released a single spider that would one day grow to challenge the unyielding forces of the Lich King. Hadronox was instilled with a desire to avenge the fallen and reclaim its home from any that dare threaten it.",0.431694,0.594262,272,1972,2,6351,158,0,0,-1
587,Anub'arak,"The fates of Azjol-Nerub and Anub'arak have long been intertwined.  In life, he was the empire's king. In death, he was its conqueror. Charged by the Lich King to protect his old empire once more, the traitor king stands vigilant against any that threaten his kingdom.",0.621585,0.487705,272,1973,3,6355,157,0,0,-1
588,Trollgore,The Drakkari were among the most vicious troll tribes and Trollgore was a paragon of the tribe's savagery. This hulking monstrosity discovered that his vaunted ferocity paled in comparison to the Lich King's and he now serves as a grisly warning to all that dare challenge Arthas' reign.,0.565574,0.182377,273,1974,1,6370,160,0,0,-1
589,Novos the Summoner,Novos was ever the opportunist and sought a means to rise above his mundane peers. The cultist carved his heart from his body and presented the still beating organ to his master seconds before his death. His initiative impressed his master who in turn remade him into a lich.,0.702186,0.479508,273,1976,2,6375,160,0,0,-1
590,King Dred,"King Dred is a legend amongst the Drakkari. Stories tell of a troll hunting party locating a mighty beast that thrived in a habitat saturated with Scourge plague. The trolls tamed the devilsaur, believing that he alone held an antidote for the savage disease devastating their people.",0.612022,0.862705,273,1977,3,6390,160,0,0,-1
591,The Prophet Tharon'ja,Not even the stolen powers of a loa could stay death's hand as the Scourge marched on Drak'Tharon Keep. Tharon'ja now prophesies only triumph for his new master as legions of trolls are slaughtered before the Lich King.,0.476776,0.133197,273,1975,4,6396,161,0,0,-1
592,Slad'ran,"Slad'ran took no pleasure in sacrificing the loa he had served all his life. As the powers of his god surged into him, the high prophet swore that the Scourge would suffer for the atrocities the Drakkari trolls were forced to commit.",0.539617,0.485656,274,1978,1,6411,154,0,0,-1
593,Drakkari Colossus,"The trolls' use of mojo in their voodoo magic has long been established, but the fusion of those magics into a golem was a revolutionary breakthrough. Their initial success led to the creation of numerous sentinels all spawned from their original creation: the colossus.",0.465847,0.655737,274,1983,2,6418,154,0,0,-1
594,Moorabi,"The Drakkari sought to sacrifice Mam'toth for his powers, but instead the loa destroyed himself. Despite this act, Moorabi would not be denied his god-like powers. The high prophet drank of the loa's blood and will now stop at nothing to keep Zul'Drak firmly in troll hands.",0.393442,0.489754,274,1980,3,6980,154,0,0,-1
595,Eck the Ferocious,"The Drakkari sealed their failed gorloc experiments away after numerous attempts to weaponize them. As the frost trolls battled the Scourge invading their beloved homeland, Eck and his minions awaited the moment their freedom was at hand.",0.251366,0.704918,274,1988,4,6664,154,0,2,2
596,Gal'darah,"The Drakkari turned to their loa as the Scourge invaded the nation of Zul'Drak. The frost trolls did not come to the loa with implorations; they came with blades. As blood flowed from their murdered god, Akali, the high prophet Gal'darah and his betrayers claimed the loa's strength as their own.",0.465847,0.270492,274,1981,5,6989,154,0,0,-1
597,General Bjarngrim,"The iron forces of Loken are legion and their general, Bjarngrim, stands above them all. As the vanguard of Loken's Halls of Lightning, the iron commander ensures that any who trespass in his master's domain are terminated with extreme prejudice.",0.435792,0.372951,275,1987,1,7724,138,0,0,-1
598,Volkhan,"Loken's powerful legions are a testament to the craftsmanship of his blacksmith, Volkhan. His work is never ending, ceaselessly creating soldiers to fight for the fallen keeper. Only when the blacksmith's creations stand atop the crumpled bodies of their enemies will his work be done.",0.377049,0.209017,275,1985,2,7042,139,0,0,-1
599,Ionar,Loken does not rely on his iron minions as his personal defenders. The fallen keeper relies upon lightning itself. Ionar and its cohorts were given sanctuary within the Halls of Lightning in exchange for their unquestioning loyalty and willingness to slaughter any who seek to confront their new master.,0.614754,0.77459,275,1984,3,7252,139,0,0,-1
600,Loken,The prime designate of Azeroth was tasked to keep Yogg-Saron secure within its prison. None could have foreseen that the keeper entrusted to safeguard the world from the Old God's malevolence would be the one responsible for its undoing.,0.189891,0.522541,275,1986,4,7258,139,0,0,-1
601,Falric,This champion of the Scourge was among the first death knights created by Arthas after claiming Frostmourne. Falric loyally followed his prince on a doomed campaign to Northrend only to be rewarded with betrayal by the prince he served faithfully all his life.,0.352459,0.75,276,1992,1,7265,185,0,0,-1
602,Marwyn,"Marwyn had known Arthas all his life and saw him not just as his prince, but as a true friend. As Arthas sailed to Northrend, the knight followed him without hesitation. Though his friend would later plunge a cursed runeblade through his heart, Marwyn still felt it break upon seeing what the prince had become.",0.434426,0.627049,276,1993,2,7269,185,0,0,-1
603,Escape from Arthas,"Two leaders sought to defeat the Lich King in single combat, but quickly learned they were no match against the power of the one true king. Seeking to avoid their fate, they tried to flee from his sanctum. Arthas would savor every moment of their futile efforts. There was no escape from the inevitable.",0.105191,0.27459,276,1990,3,7273,185,0,0,-1
604,Krystallus,War isn't won by might alone; it is won by armies. This inherent truth inspired Loken to order the creation of loyal stone constructs to bolster his legions. Krystallus was chosen to oversee the operation and to crush any interloper that threatens its work.,0.401639,0.604508,277,1994,1,7285,140,0,0,-1
605,Maiden of Grief,"Loken commands the forces of Ulduar, but not all serve him willingly. The Maiden of Grief has been ordered to destroy any who try reclaiming the Halls of Stone. She mourns turning on former allies, but fulfills her orders with violent purpose. Even her sorrows have been forged into weapons.",0.502732,0.862705,277,1996,2,7290,140,0,0,-1
606,Tribunal of Ages,"Abedneum, Kaddrak, and Marnak make up the Tribunal of Ages, librarians for the titan discs that contain the ancient histories of Azeroth. The immobile constructs do not give up the titans' secrets easily, but adventurers such as the intrepid Brann Bronzebeard believe the reward is worth the risk.",0.845629,0.760246,277,1995,3,7294,140,0,0,-1
607,Sjonnir the Ironshaper,"While some resisted Loken's corruption, Sjonnir the Ironshaper was eager to turn the Forge of Wills to a darker purpose. He considers his new creations vastly superior to the earthen, and will unleash them on any who defy Loken's will.",0.497268,0.137295,277,1998,4,7313,140,0,0,-1
608,Forgemaster Garfrost,"Garfrost has crafted some of the most deadly weapons the Scourge has employed against the living. He can quickly forge saronite into terrible instruments of pain and death, or he can just throw it at his enemies.",0.680328,0.553278,278,1999,1,7327,184,0,0,-1
609,Ick & Krick,"The diminutive necromancer Krick oversees the workers in the Pit of Saron. From atop the ghastly Ick, he can safely throw poison, explosives and dark magic at his enemies. From this vantage point, he has also learned dark secrets of Icecrown Citadel that could topple the Lich King.",0.47541,0.397541,278,2001,2,7334,184,0,0,-1
610,Scourgelord Tyrannus,"The death knight Tyrannus was promoted to Scourgelord after slaying the giant Garfrost. His power, ruthlessness and frost wyrm, Rimefang, make him the perfect guardian for the Pit of Saron and the entrance to the Halls of Reflection.",0.441257,0.266394,278,2000,3,7340,184,0,0,-1
611,Meathook,"Since Prince Arthas first encountered the Scourge abominations, they have become even more menacing. Meathook has grown stronger, more toxic and more agile than the others. Smarter was never the goal of the necromancers who created Meathook, but it only takes a base cunning to do what he does best.",0.56694,0.592213,279,2002,1,7361,131,0,0,-1
612,Salramm the Fleshcrafter,"Salramm the Fleshcrafter was one of the first necromancers trained in the halls beneath Scholomance. He saw the test subjects, and occasional fellow students, as little more than a collection of interesting parts for his work. Now he has the entire population of Stratholme for his experiments... along with any interlopers who try to stop him.",0.59153,0.401638,279,2004,2,7365,131,0,0,-1
613,Chrono-Lord Epoch,"The infinite dragonflight often tries subtle methods to manipulate the timeways, but if that fails they can send an assassin to deal with Arthas directly. While little is known about the agents of the infinite dragonflight, Epoch displays a dangerous mastery of time that makes him a deadly obstacle to Arthas's future.",0.65847,0.258197,279,2003,3,7371,131,0,0,-1
614,Mal'Ganis,"The destiny of Mal'Ganis has already been written. Arthas's hatred for the dreadlord will cause the prince to travel to Northrend and take up Frostmourne. But this will only happen if Mal'Ganis finds him worthy. To prove his worthiness and begin down his path to becoming the Lich King, Arthas must survive Mal'Ganis's onslaught.",0.325136,0.459016,279,2005,4,7375,131,0,0,-1
615,Bronjahm,"Bronjahm has served the Cult of the Damned from the early days. Kel'Thuzad himself taught Bronjahm the value of souls and how to grind them down to fuel the engines of the Scourge. He can corrupt the souls of his foes and tear them out piece by piece, making him the ideal guardian for the Lich King's Forge of Souls.",0.435793,0.495902,280,2006,1,7380,183,0,0,-1
616,Devourer of Souls,"The dark industries Bronjahm carries out in the Forge of Souls produce tortured, fragmented spirits. To prevent their escape, and use every scrap of the damned, the Lich King created the Devourer of Souls. The Devourer of Souls hunts and consumes the stray spirits, and slowly breaks them down within its terrible form. The consumed souls are driven mad with anguish and suffering, but the Devourer's hunger is never sated.",0.434426,0.120902,280,2007,2,7387,183,0,0,-1
617,Commander Stoutbeard,"Commander Stoutbeard led his troops against some of the most dangerous enemies of the Alliance. The Halls of Stasis may have slowed him down, but the sight of Horde adventurers will get him up and running again.",0.187159,0.506146,281,519,1,6665,129,0,10,2
618,Grand Magus Telestra,"It is rumored the Grand Magus Telestra tutored Prince Kael'thas. Though she believed the Prince allying with the naga was foolish, she could not support Dalaran imprisoning her people. Malygos only needed to remind her of this betrayal to gain her as an instructor for his mage hunters.",0.275956,0.39959,281,521,2,7392,129,0,0,-1
619,Anomalus,"Directing so much of Azeroth's arcane energy through the Nexus has created tears in reality. As Malygos's forces try to drive back invading creatures, the chaotic arcane power has taken form as Anomalus. If the creature is not stopped, it will unmake everything it can touch.",0.620218,0.221312,281,522,3,7405,129,0,0,-1
620,Ormorok the Tree-Shaper,"The incredible arcane energies of the Nexus have transformed the Singing Gardens and its guardians. Ormorok's simple mind has become obsessed with the energies transforming him. For those who would interrupt his contemplations he has few words, but a mountain of violence.",0.562842,0.727459,281,524,4,7416,129,0,0,-1
621,Keristrasza,"Whether the tortures inflicted on Keristrasza were revenge for the death of Saragosa or a misguided attempt to turn her into an ally is known only to Malygos. Regardless of his intent, her allies have heard her cries of anguish and disturbing whispers of her diminishing mind.",0.362022,0.67418,281,527,5,7422,129,0,0,-1
622,Drakos the Interrogator,"Those who have broken Malygos's law may find themselves under the claws of Drakos. After securing Keristrasza in the Nexus, Drakos returned to the Oculus to collect his newer prisoners, other drakes who ran afoul of Malygos. He makes no claims of rehabilitation and he uses no metaphors. His prisoners are here to be punished, and there is no escape.",0.491803,0.762295,282,528,1,7437,143,0,0,-1
623,Varos Cloudstrider,"Varos Cloudstrider has coordinated brutal attacks against the Wyrmrest Accord since the beginning of the Nexus War. He was recalled to guard the Oculus, and he has already prepared his captains and drakes. Varos has also tapped the power coursing through the Oculus itself to bolster his defense.",0.461749,0.192623,282,530,2,7440,144,0,0,-1
624,Mage-Lord Urom,"Urom has abandoned the Kirin Tor and pledged his loyalty to Malygos, who was more than happy to receive him. The turncoat mage is an invaluable asset for the blue dragons. He knows the Kirin Tor's strengths and weaknesses. He knows how they think. And he will use that knowledge to destroy them.",0.70765,0.27459,282,533,3,7445,145,0,0,-1
625,Ley-Guardian Eregos,"Even heroes will tremble before Eregos, protector of the Oculus, defender of the ley line conduit, and executioner of interlopers. He will accomplish these tasks with the conviction of prophecy, securing the Spell-Weaver's utter dominion over all things arcane.",0.469945,0.209016,282,534,4,7448,146,0,0,-1
626,Erekem,"The Violet Hold's inmates include the most notorious of Outland's criminals, and Erekem is no exception. The Kirin Tor thwarted his plot to assassinate the Council of Six, but now the blue dragons have recruited this insidious arakkoa to achieve a more ambitious feat: wiping out every mage in Dalaran.",0.275956,0.622951,283,0,1,7457,168,0,0,-1
627,Moragg,"Cyanigosa has enlisted Moragg to help her annihilate Dalaran's renegade magi. This nightmarish demon once served the Burning Legion, eviscerating Sargeras's enemies with the baleful gaze of his seven eyes. Now he will show Azeroth's heroes that one does not simply walk into the Violet Hold...",0.678962,0.528688,283,0,2,7470,168,0,0,-1
628,Ichoron,"A foolish apprentice summoned this revenant from the Elemental Plane, only to discover that disgruntled soldiers of the Old Gods make poor pets. Ichoron slew her would-be master and has rotted in the Violet Hold ever since, eager to wreak vengeance on her jailors.",0.556011,0.403688,283,0,3,7475,168,0,0,-1
629,Xevozz,"Xevozz was an arcane weapons dealer... until the Kirin Tor discovered he was arming the Burning Legion. Now this hardnosed ethereal is executing a three-point business plan: destroy his enemies, escape incarceration, and get back to servicing his biggest client.",0.330601,0.452869,283,0,4,7482,168,0,0,-1
